-1.1971593;1.0379107;0.9168888;-4.109102;-7.8036833;0.6185144;1.5274;-1.075233;-11.729708;-5.35991;4.727965;-1.7692227;4.9754915;-11.902874;-8.420424;-3.949654;-3.3858588;-6.876184;-1.2125702;-5.9293413;-5.851774;-11.698327;-15.945511;-6.3352633;-2.5499947;-3.4197173;-3.5080647;0.24915493;-0.25089544;2.7653766;-1.997691;-0.3998012;-1.7976774;-2.3548305;3.3814118;7.1944304;0.025842011;2.905011;1.3936933;1.8321228;4.165589;-2.9775743;-3.2608888;-5.7837653;0.6381666;0.8549026;2.559558;1.4173565;0.31696564;13.338834;-8.03576;-5.6151123;-7.7167997;-0.831985;-2.5914524;0.71391356;-2.0832713;-2.9587343;-1.0153601;-4.433587;1.4574896;-2.4470506;-7.5246553;-1.4995341;-2.96873;1.2634134;0.37932324;-4.8924594;-2.846073;-5.7859297;-4.219779;-1.7225883;1.403294;0.24092144;-5.384018;6.39948;-10.162815;-3.2140548;-8.850844;2.8953295;
5.1513987;-6.3214564;-5.7673845;-8.167371;-13.198839;-6.427951;-4.587813;-6.285131;-16.089317;-9.353125;-2.728862;-4.48229;-0.21050349;-14.668299;-6.9333696;-6.7856474;-7.5530643;-10.205656;-6.679832;-7.910039;-9.440239;-14.804445;-15.476232;-6.7996607;-10.241041;-9.395505;-11.467176;-6.0530453;-4.441027;-1.3589993;-6.358919;-5.9246855;-5.0612626;-7.4740067;-1.7188104;0.3526082;-4.596079;-2.6205065;-4.769043;-3.5233402;-1.8709617;-6.8163815;-7.544347;-10.274793;-5.8647766;-2.7781742;-1.675159;-4.6717496;-3.1846077;5.3003216;-14.332878;-10.233412;-11.816921;-2.0496566;-4.8512135;-0.12748408;-3.6258073;-1.7068508;-3.2376356;-7.274588;1.6254089;-2.6497002;-10.872076;-4.9869614;-5.038466;-1.8218575;0.22249836;-3.27632;-3.7480705;-8.2716255;-4.3929777;-3.139276;-0.3074566;-0.9309899;-6.797974;2.7845461;-9.19282;-3.9475417;-12.95191;11.07814;
4.635203;-7.6314936;-6.6216846;-11.650845;-15.976708;-6.8601804;-5.135787;-7.0702224;-18.557487;-10.62824;-3.0997953;-5.4412766;-2.0024261;-12.714003;-8.41272;-8.733309;-8.846899;-10.681601;-7.341502;-9.874459;-10.851056;-17.797361;-19.662163;-7.03146;-13.52202;-12.245096;-14.338991;-6.015645;-5.903124;-1.555707;-7.416288;-6.588078;-7.7777624;-9.985705;-2.0311909;2.083906;-5.594133;-2.1638536;-4.2192;-4.0857854;-1.6783619;-8.302054;-8.406739;-10.697405;-4.8036366;-4.14301;-3.639988;-3.2570121;-3.668424;7.146678;-15.702198;-12.463581;-14.529699;-3.580594;-4.785755;-0.1201458;-5.5812893;-1.9029462;-3.5955565;-8.833077;-1.0452708;-3.9749444;-12.074911;-6.3262787;-4.267165;-2.1842241;-0.49261558;-4.46566;-4.2829423;-11.472321;-5.3050895;-4.6972156;0.23033962;-3.0078921;-7.5927315;0.91622066;-12.37388;-6.3323116;-14.470802;15.487192;
3.067041;-7.5835896;-6.312051;-12.692203;-15.289822;-6.586814;-5.444734;-5.3118787;-19.070358;-11.761003;-2.4086852;-4.7023773;-1.111645;-10.553449;-6.5758705;-9.102753;-7.466484;-8.330578;-8.420831;-8.875351;-10.64284;-15.239822;-17.34385;-6.078264;-12.794315;-10.09148;-14.18399;-4.0207877;-4.593768;-0.55052376;-5.568939;-5.2000146;-6.596109;-8.46201;-2.0479565;2.7278965;-3.967226;-1.0535574;-1.9728508;-4.0628138;0.19708872;-5.4558926;-7.265648;-10.190505;-4.08782;-3.1682634;-3.40353;-3.8894005;-3.151595;6.443832;-14.237597;-10.665412;-11.293154;-2.30808;-4.8381214;-1.3881854;-5.0982785;-2.5732164;-4.543528;-8.231909;-0.22347808;-3.5280204;-10.5137825;-7.8411903;-4.078289;-2.692319;0.15149109;-2.4955823;-5.155614;-14.526941;-5.6922436;-3.4595513;-0.7221137;-3.2320833;-8.319693;0.22580671;-11.556692;-5.4938264;-12.532053;13.514225;
3.0430899;-8.226825;-6.2070723;-11.361765;-13.497317;-5.908529;-6.8878303;-4.6532226;-18.187;-12.199976;-0.9188545;-4.4545617;0.049241066;-8.725623;-5.582478;-8.651436;-8.245375;-9.560597;-7.230787;-10.86042;-10.335529;-16.971512;-15.865362;-6.3149743;-13.762223;-8.870861;-16.29281;-3.990575;-3.3475857;0.21566534;-3.42066;-2.5573432;-6.6956406;-6.1022234;0.72877336;2.7063835;-4.7373657;2.0048645;2.015645;-2.0198398;5.5712996;-2.323787;-7.2315793;-10.405743;-2.5664263;-3.7188978;-3.492193;-2.2084823;0.7295835;9.5686245;-10.410928;-8.397049;-9.43836;-2.3646443;-2.794385;-4.714128;-5.2943516;-3.9760056;-6.0896664;-7.656743;3.4612794;-5.1485596;-12.61466;-4.276152;-3.4605145;-4.6246557;1.8551326;-2.1411319;-4.8963823;-15.197481;-7.8735075;-5.8897047;-2.5466876;-1.6105735;-5.463913;3.1304867;-11.17462;-4.5878325;-12.808338;12.856105;
-0.1554203;-8.303329;-4.453665;-9.833698;-11.832043;-4.0328784;-7.90499;-4.295789;-13.978418;-9.522781;0.37664485;-2.412499;2.9085047;-9.172698;-5.23009;-8.597899;-7.6768494;-7.414779;-6.901634;-10.084915;-11.046551;-15.969044;-12.055943;-4.582574;-12.785864;-8.731637;-13.78533;-3.4282882;-1.7807639;-1.4547198;-3.095014;-1.9572049;-7.4536767;-5.947481;1.8769076;2.860581;-4.5793934;3.4796424;3.0135283;0.68365693;8.916566;-0.9726279;-6.461507;-10.527271;-0.81483746;-3.7402391;-4.4982305;0.024068117;4.457901;9.672664;-5.620782;-5.471085;-6.545122;-2.620671;-2.6081295;-7.234584;-4.688841;-3.7907867;-7.070443;-7.297532;1.5496416;-2.709906;-12.775185;-5.509671;-5.367956;-4.9123707;1.1910241;-2.6734033;-4.195234;-15.391256;-5.044168;-5.0575924;-5.1691875;-0.08376852;-2.200213;3.541946;-7.3938627;-2.2846222;-9.405623;11.964699;
-1.6007451;-8.1685295;-4.9037504;-10.843215;-13.341398;-5.602441;-9.925079;-4.1811457;-13.791782;-8.641758;-1.5633645;-3.3196418;2.1796312;-11.388385;-5.812862;-8.435541;-8.830055;-5.1339426;-7.2126474;-9.460258;-13.049482;-14.157124;-12.037481;-5.046017;-13.388419;-11.9011135;-12.342295;-0.3200704;-2.0543237;-2.084828;-4.2649136;-1.3831004;-7.2381783;-5.7889338;1.8621123;1.7165232;-2.155995;1.4151797;0.6166098;1.2022314;7.559289;-1.2101576;-3.678142;-11.866309;-0.37185717;-0.20779586;-3.7374964;-1.1670222;5.2365284;5.5348597;-5.528711;-4.722874;-7.1320148;-2.109952;-3.5700085;-7.546724;-3.356198;-3.8541093;-5.220971;-5.574553;-0.7244501;-2.9291363;-13.338976;-7.431181;-5.3090005;-4.724736;-1.4838021;-2.6236987;-3.2255464;-13.548452;-4.2706904;-2.905253;-3.7036855;-0.5408356;-1.725385;0.09671092;-8.90988;-2.2603836;-9.376812;11.275049;
-0.5510379;-7.319849;-6.8529487;-12.007011;-15.864068;-7.7239957;-8.383664;-6.9841957;-12.708704;-8.096732;-4.0623107;-1.686731;-0.33263314;-8.641626;-3.61248;-6.208886;-7.657403;-4.3562465;-5.687365;-7.867093;-13.140975;-11.070767;-11.287079;-6.2739334;-14.003111;-14.548534;-10.938129;-3.0481327;-2.6434107;-3.296025;-4.6430473;-2.218737;-6.524663;-8.274956;0.46843433;-0.5795276;-2.7037768;-0.5175743;-2.715162;0.6016121;4.200165;-2.3360155;-1.6989295;-11.528309;-0.031442642;-1.4304571;-1.9066377;0.737977;7.2149987;1.085793;-6.480565;-1.424365;-5.754442;-1.2503155;-5.049109;-7.9473767;-1.769109;-2.1455617;-3.48381;-5.1584525;-1.1127812;-2.8326926;-10.452873;-4.8299446;-2.9204807;-2.4454737;-1.624527;-3.216597;-3.313312;-11.957964;-1.5810039;-3.6967096;-2.392864;-1.1903008;-1.169044;-2.5249968;-10.109831;-0.92226434;-6.3887544;10.618019;
0.40596777;-8.718648;-8.234163;-11.160885;-18.171684;-8.49371;-8.970281;-11.434954;-13.350612;-7.557906;-6.7496142;-1.6282198;-1.8619083;-9.041312;-4.4075546;-5.5282445;-7.250722;-5.5351877;-5.187488;-8.226985;-13.876129;-10.543631;-13.155758;-6.2353945;-15.392172;-18.825216;-11.218395;-3.9757495;-4.192316;-1.5083287;-7.032594;-1.1126133;-6.5903616;-7.361148;-1.8450806;-0.5725913;-3.4118197;-2.6846223;-3.5040402;-3.0869303;-1.3684659;-3.4040666;-1.12285;-9.276117;-0.5165212;-1.0248659;-1.9958665;0.6264653;4.0450315;-0.8747618;-9.020894;-3.5346818;-5.2510076;-1.6735156;-7.5351753;-6.0382533;-1.1265138;-0.5968611;-3.8660576;-5.2671094;0.004239917;-1.9573579;-10.208141;-6.2313013;-3.3568022;-0.15057041;-2.6273592;-4.064305;-3.4976993;-9.434235;-2.4289947;-5.1646676;-3.4811897;-1.6168936;-5.629702;-4.3346696;-10.645094;-1.6557238;-10.279517;13.905998;
1.0584728;-12.586255;-7.2927265;-9.760748;-16.395752;-8.291037;-10.919283;-13.062988;-11.1839485;-8.039717;-6.364371;-0.14570546;-2.329019;-10.405975;-7.6561933;-6.762489;-9.522291;-9.121046;-5.8225684;-8.424478;-13.191355;-11.7624655;-11.086456;-9.379629;-15.374632;-17.482227;-14.504203;0.4892156;0.14112091;-0.093253136;-7.988709;8.863894;-3.1396236;-4.6046815;0.5186753;0.7078402;-6.602197;-3.470612;-2.9838023;-5.331796;-2.3972287;-0.31097484;-0.51776695;-6.6310287;0.5828948;-1.1212263;-0.65179133;0.019594193;0.47490716;-0.2410171;-13.310094;-6.3872895;-6.3548107;-0.32902098;-5.761096;-8.57117;-3.1941314;1.1554084;-3.2591722;-7.0171475;2.1510086;0.14402556;-10.320929;-6.4981985;-4.3459845;-0.3867091;-4.608219;-3.1435292;-4.7043905;-10.070917;-4.660598;-8.103632;-3.4408271;-3.2039452;-9.680879;-3.648149;-13.099482;-5.273515;-14.815937;15.427433;
-2.0877435;-10.515867;-6.736763;-5.631386;-8.856364;-13.214538;-5.5059304;-6.6522474;-10.991793;-3.9742231;-5.915785;-2.4427075;-3.8240442;-11.492617;-5.8775206;-5.245737;-1.8116059;-5.441183;-4.5313177;-3.8409598;-8.239819;-9.169592;-4.138137;-4.1462097;-11.117183;-13.483701;-9.66216;5.2464786;6.532342;6.8138995;-6.0200214;20.365578;3.4612565;-0.028563857;1.345309;5.616827;-4.725849;-2.1058404;1.2445999;-5.286171;-0.56943333;3.0586429;1.9292462;-4.095768;6.1197286;3.8951023;0.7377354;1.0229095;-0.152717;-0.087552786;-12.1326275;-7.8309326;-2.2416143;3.59623;-7.2142735;-2.9692357;-8.523703;7.727227;1.1927269;-4.065101;-0.5253923;-0.71976376;-12.489142;-3.0028138;-5.0151405;-2.824947;-6.496547;-0.8176739;-3.460898;-9.2792225;-3.6442513;-4.5162134;-1.3998483;-3.2362607;-10.621866;-2.5105958;-12.30279;-6.6482763;-6.8949213;4.232536;
2.4717202;-12.862286;-8.221046;-6.206348;-13.045496;-13.186459;-11.912268;-8.313585;-10.627301;-8.926084;-6.301792;1.1654148;-3.9778295;-18.790085;-9.126269;-8.586404;-4.3527794;-7.2866106;-9.232174;-6.962092;-11.269116;-11.105718;-9.10192;-6.71888;-11.973456;-14.562649;-12.297195;2.1704595;3.0684521;2.756572;-6.233316;14.850918;0.7238035;-1.2935737;-1.5052817;1.5243812;-7.798001;-3.7759492;-0.56590533;-5.9122014;-4.8044195;-0.8372221;-0.4755031;-6.073743;0.734992;2.3587215;-2.1284838;-2.1145627;-4.382923;-1.6331139;-9.653699;-8.787954;-3.97499;1.1851313;-6.6481323;-5.482644;-7.5291944;2.648562;-0.9123313;-3.9023442;-4.854336;-2.5531616;-10.283764;-5.72034;-6.219173;-5.16578;-6.916746;-5.4372997;-7.4679546;-12.09794;-3.179643;-3.4024725;-2.9163234;-6.857123;-10.365648;-7.8941736;-10.215789;-8.533713;-5.824274;13.40593;
5.0388513;-11.10638;-6.798854;-8.374604;-12.312058;-9.440655;-13.472219;-7.1980133;-8.704292;-9.320157;-4.5362043;2.1263654;-0.77035093;-16.69442;-11.177391;-8.092444;-5.4136553;-7.3750315;-8.408281;-7.63329;-12.083569;-9.929004;-10.260246;-6.939313;-11.117606;-12.639453;-10.983074;1.1723044;0.8140521;1.0397999;-3.39285;8.594131;-2.7770977;0.7689483;-1.811109;0.03930998;-3.2251413;-4.6365805;1.8945034;-2.465908;-3.8669782;-1.419364;-2.2756114;-4.084939;-0.31099385;2.3808174;-0.8286712;-0.4387548;-4.239269;-0.50282025;-8.057792;-5.6574564;-4.1941442;-1.687808;-5.188204;-8.419678;-4.488533;-2.8969617;-1.7302282;-2.0694041;-5.9016;-5.0325074;-6.4981575;-9.017577;-4.4936066;-6.216393;-7.019918;-5.8925447;-5.8804097;-11.216951;-3.82876;-2.8278494;-2.8903089;-8.058071;-10.565346;-8.094221;-9.822517;-6.9428425;-5.7556434;16.590738;
5.2908754;-9.565759;-5.494027;-11.332683;-12.3557;-8.49544;-10.77349;-6.7250814;-9.177986;-8.366919;-3.3977718;0.23125386;0.99317205;-14.30263;-9.648428;-8.228274;-6.3239436;-6.8123617;-5.4717045;-10.068288;-12.261663;-12.98042;-12.515367;-6.790983;-11.054591;-11.31438;-8.85498;-0.5675105;1.3214114;2.4495137;-1.1416819;4.327204;-5.3354406;0.9013129;-0.06994259;1.7862685;-1.8981632;-3.8914905;3.7079508;-0.19047904;-0.29762658;-0.3561556;-3.798939;-3.703701;0.6447584;-0.14047611;-2.0955384;3.972588;-1.6623186;1.7667717;-8.213303;-1.632261;-3.0925734;-3.0668013;-6.448173;-6.4236627;-4.1658;-2.4167671;-3.7415886;-0.27850127;-4.429736;-5.7522674;-6.854354;-8.576536;-3.8687062;-6.2685094;-5.1008043;-5.8788157;-4.7657037;-10.978672;-5.9317913;-3.726143;-4.229029;-5.493685;-7.7651024;-5.9448786;-9.390217;-3.9166324;-7.105095;15.908939;
-1.4167324;-1.1582614;-3.4368973;-10.267595;-5.168793;-6.702112;-3.8658278;-1.6484728;-12.456902;-4.4999356;1.665643;-0.7195741;0.067557335;-9.477447;-7.6802926;-0.816309;-2.1634123;-10.728867;-1.0984442;-8.771948;-8.478008;-14.80868;-9.820496;-7.3151684;-10.692757;-6.748595;-3.0093153;3.4178386;4.202452;7.1880283;2.2646563;4.3671455;-4.406799;4.8771524;4.5697618;8.69284;-1.1181128;6.1017313;16.10401;3.067123;8.753553;0.25956446;-1.1597829;-2.3732367;8.895133;1.5514903;-3.381685;7.006828;4.5245743;8.550596;0.07833612;0.7831459;3.2912948;-4.6737323;-2.1316729;-1.3778415;-7.26987;-2.0642066;-3.7617855;-1.1355757;0.07504755;-5.8195934;-5.84803;-2.468196;1.399666;-2.050822;1.0530248;-8.305384;-2.6344054;-12.7692995;-2.2594848;-2.8606157;-3.2935257;-3.1482937;-1.9797139;1.3681005;-6.4416347;-2.9411507;-3.4954433;1.5719414;
3.7752714;-9.271942;-6.571248;-11.67058;-10.028363;-6.9545593;-10.97011;-5.224369;-9.938785;-9.762241;-1.5297563;0.32692814;-1.3243749;-14.159725;-9.273741;-6.1268053;-7.203965;-12.080721;-7.1247673;-12.399593;-13.0429;-17.691042;-14.038348;-10.7702;-13.660898;-10.502374;-11.520261;1.5441161;-0.62994957;1.5868936;-0.41317344;3.8454642;-8.361405;1.5148697;0.3714583;2.9445753;-4.380362;2.2901206;10.360377;1.0851835;1.2561839;-1.931648;-5.2123184;-6.357298;2.8213732;-2.0009627;-3.7428517;1.5723383;-2.5510144;4.747081;-4.220467;-1.2729958;-0.042048454;-6.4138336;-0.7969972;-4.53389;-7.7990994;-3.6018946;-7.4799423;-1.8678577;-3.5465984;-4.021702;-5.789468;-5.580567;-2.560728;-2.9944134;-1.5469694;-7.0279875;-4.167431;-11.670059;-4.3255224;-6.0267367;-5.637445;-3.7185893;-7.1929092;0.25021031;-6.534525;-4.879813;-5.291307;13.883795;
5.1968575;-10.882643;-5.670413;-10.214645;-8.906669;-4.923732;-8.610419;-5.8216653;-7.897419;-8.141001;-0.979182;2.3533528;-1.2215717;-15.449841;-8.502622;-7.9272957;-8.141073;-11.395168;-7.3776746;-11.387002;-11.587587;-16.147503;-12.287834;-11.168901;-12.188446;-11.30213;-12.509168;1.105945;-2.0279071;2.803422;-0.03534329;5.295396;-6.4098225;2.6517167;-1.3048102;1.6642433;-2.6605384;-0.15042686;5.713019;-1.5940295;-1.2212522;1.8143752;-4.881535;-4.2053013;2.2816305;-1.2545917;-1.4637153;-1.8263338;-4.485753;2.4485002;-7.2587185;-1.4278489;-2.748542;-5.30987;-0.65603995;-5.07267;-4.8145647;-2.2194815;-5.843995;-0.04896921;-5.9489584;-5.0447855;-7.4304976;-6.905031;-2.257103;-4.6250935;-3.5923967;-3.9322414;-4.7405157;-8.574196;-4.328574;-6.0809455;-5.7594852;-7.688121;-11.529644;-4.8887653;-10.649448;-7.0768285;-7.749745;16.26346;
6.2332063;-12.475104;-6.044998;-12.258528;-9.767683;-2.5904086;-6.651519;-8.446202;-11.394077;-8.20173;-0.8789711;-0.18113208;-0.60027814;-17.45396;-7.3870068;-9.103653;-9.156194;-12.836233;-8.464263;-11.411324;-10.981182;-17.991821;-13.401548;-12.313038;-12.973581;-11.6226225;-13.22016;1.0522684;-2.2169793;6.8483453;1.7265155;5.2907286;-4.999952;4.6732445;-1.9186833;1.9582938;-3.8574972;1.456099;5.0575776;-2.196293;0.21986824;5.0172377;-3.5352108;-1.7914469;4.385351;0.9715042;-0.86297905;0.077224255;-3.520474;2.8881874;-6.592565;-2.3618567;-2.2458541;-5.309843;-2.1267881;-0.660331;-3.236383;-1.7725761;-6.9989204;-0.09311345;-7.112026;-5.287856;-9.04971;-7.6645737;-2.371665;-8.102745;-5.071809;-3.3021126;-5.162351;-9.8008585;-3.8543031;-5.025749;-7.196981;-9.050217;-10.581263;-7.357792;-11.680357;-7.784424;-6.924142;16.795835;
